idx,date,signal,position,return,pnl,equity,action
0,2020-01-01,-1,-1,0.0081838863379848,-0.0081838863379848,0.9915661136620152,enter
1,2020-01-02,0,-1,-0.0045227893866035,0.0045227893866035,0.9960507583570015,hold
2,2020-01-03,-1,-1,-0.0191058530729412,0.0191058530729412,1.015081157799362,hold
3,2020-01-06,0,-1,0.0049945920012428,-0.0049945920012428,1.010011241568005,hold
4,2020-01-07,0,-1,-0.0022899444111396,0.0022899444111396,1.0123241111658217,hold
5,2020-01-08,-1,-1,0.0158457581226116,-0.0158457581226116,0.9962830681586003,hold
6,2020-01-09,1,1,0.0033480474426501,0.0033480474426501,0.9991205296030251,flip
7,2020-01-10,1,1,0.0059354808073293,0.0059354808073293,1.0050507903306927,hold
8,2020-01-13,1,1,0.0026562202609821,0.0026562202609821,1.007720426603285,hold
9,2020-01-14,0,1,-0.0015369308543056,-0.0015369308543056,1.0061716299871244,hold
10,2020-01-15,0,1,0.0009884063018437,0.0009884063018437,1.00716613636694,hold
11,2020-01-16,-1,-1,-0.0002549788049855,0.0002549788049855,1.0069193593166292,flip
12,2020-01-17,-1,-1,-0.0103461939411514,0.0103461939411514,1.017337142291219,hold
13,2020-01-20,0,-1,-0.0044746183856623,0.0044746183856623,1.0218893377725324,hold
14,2020-01-21,0,-1,-0.0051725551893021,0.0051725551893021,1.0271751167695202,hold
15,2020-01-22,0,-1,0.0060667236352978,-0.0060667236352978,1.0209435292110247,hold
16,2020-01-23,1,1,0.0055745847042631,0.0055745847042631,1.0261243936282756,flip
17,2020-01-24,0,1,-0.0105525279121506,-0.0105525279121506,1.0152961873231747,hold
18,2020-01-27,0,1,-0.0052149678449129,-0.0052149678449129,1.0100014503532218,hold
19,2020-01-28,0,1,0.0061132563999481,0.0061132563999481,1.0161758481835506,hold
20,2020-01-29,1,1,-0.007724984155365,-0.007724984155365,1.008325905857268,hold
21,2020-01-30,0,1,-0.0061234148547233,-0.0061234148547233,1.0021515080269392,hold
22,2020-01-31,1,1,-0.0212503847193161,-0.0212503847193161,0.9808554029343239,hold
23,2020-02-03,0,1,0.0232108226866707,0.0232108226866707,1.0036218637730956,hold
24,2020-02-04,1,1,0.0091405004678344,0.0091405004678344,1.0127954698884425,hold
25,2020-02-05,1,1,0.0040366612301674,0.0040366612301674,1.0168837820958303,hold
26,2020-02-06,1,1,-0.0032625431230384,-0.0032625431230384,1.0135661549056243,hold
27,2020-02-07,-1,-1,-0.0055255147630383,0.0055255147630383,1.0186598465804184,flip
28,2020-02-10,1,1,0.0063500303889789,0.0063500303889789,1.0246190376389466,flip
29,2020-02-11,1,1,0.0077056964194832,0.0077056964194832,1.0325144408886153,hold
30,2020-02-12,0,1,-0.0021759994314084,-0.0021759994314084,1.0302676900523207,hold
31,2020-02-13,-1,-1,-0.0050268544351488,0.0050268544351488,1.0349315619144246,flip
32,2020-02-14,0,-1,-0.0055847334602637,0.0055847334602637,1.040711378837331,hold
33,2020-02-17,-1,-1,-0.0044247626186481,0.0044247626186481,1.045316279643212,hold
34,2020-02-18,1,1,0.011123651500938,0.011123651500938,1.0564213555063988,flip
35,2020-02-19,0,1,-0.0037152524595064,-0.0037152524595064,1.0524964834670785,hold
36,2020-02-20,-1,-1,-0.0208138687990014,0.0208138687990014,1.073876758943639,flip
37,2020-02-24,0,-1,-0.0026628568617023,0.0026628568617023,1.0767363390398146,hold
38,2020-02-25,0,-1,-0.0101204779385897,0.0101204779385897,1.0876334254047448,hold
39,2020-02-26,0,-1,-0.0038703767874727,0.0038703767874727,1.0918429765677107,hold
40,2020-02-27,1,1,-0.0370960786649383,-0.0370960786649383,1.0507939621309106,flip
41,2020-02-28,-1,-1,-0.0061597518244916,0.0061597518244916,1.056741195175246,flip
42,2020-03-02,1,1,0.0153196474085468,0.0153196474085468,1.0724017270898294,flip
43,2020-03-03,-1,-1,-0.0046269501465237,0.0046269501465237,1.076827475554575,flip
44,2020-03-04,1,1,0.0015998577904186,0.0015998577904186,1.0780118326425006,flip
45,2020-03-05,-1,-1,-0.0248069753028219,0.0248069753028219,1.1042150396346917,flip
46,2020-03-06,1,1,-0.0489560433359516,-0.0489560433359516,1.049604932782309,flip
47,2020-03-09,1,1,0.0006649981756232,0.0006649981756232,1.0503029181477344,hold
48,2020-03-11,1,1,-0.0830193880106471,-0.0830193880106471,0.9631074126573127,hold
49,2020-03-12,1,1,0.0380650761268936,0.0380650761268936,0.9997681696384889,hold
50,2020-03-13,1,1,-0.0761210010667908,-0.0761210010667908,0.9236648157308941,hold
51,2020-03-16,1,1,-0.0250451840905282,-0.0250451840905282,0.90053146038297,hold
52,2020-03-17,1,1,-0.055564540272715,-0.055564540272715,0.8504938437856737,hold
53,2020-03-18,1,1,-0.0242477817531284,-0.0242477817531284,0.8298712546791794,hold
54,2020-03-19,1,1,0.0583291468584656,0.0583291468584656,0.8782769369669805,hold
55,2020-03-20,1,1,-0.1298046607047124,-0.1298046607047124,0.7642724971592075,hold
56,2020-03-23,1,1,0.0250714240251634,0.0250714240251634,0.7834338970062565,hold
57,2020-03-24,1,1,0.0662474689466749,0.0662474689466749,0.8353344097699511,hold
58,2020-03-25,1,1,0.0389043564303894,0.0389043564303894,0.8678325573862103,hold
59,2020-03-26,1,1,0.0021755381634551,0.0021755381634551,0.8697205602342929,hold
60,2020-03-27,1,1,-0.0437805364308189,-0.0437805364308189,0.8316437275623232,hold
61,2020-03-30,1,1,0.0382377227133605,0.0382377227133605,0.8634438898131569,hold
62,2020-03-31,1,1,-0.0400046750966822,-0.0400046750966822,0.8289020975369661,hold
63,2020-04-01,1,1,-0.0205965741867707,-0.0205965741867707,0.811829553991476,hold
64,2020-04-03,1,1,0.0876321046711503,0.0876321046711503,0.8829718864419904,hold
65,2020-04-07,1,1,-0.0049419024075071,-0.0049419024075071,0.8786083255506216,hold
66,2020-04-08,1,1,0.0415088316188025,0.0415088316188025,0.9150783305947805,hold
67,2020-04-09,1,1,-0.0129556707370791,-0.0129556707370791,0.9032228770449584,hold
