Date,Close,High,Low,Open,Volume,ret_1d,ma_5,ma_20,ma_diff,vol_20,momentum,next_ret,label
2008-01-03,6178.5498046875,6230.14990234375,6126.39990234375,6184.25,0.0,-0.00013756961350364083,6144.12001953125,6004.342504882812,139.77751464843823,145.6189956337431,97.0498046875,0.015497164063864366,1
2008-01-04,6274.2998046875,6300.0498046875,6179.10009765625,6179.10009765625,0.0,0.015497164063864366,6183.03994140625,6021.0574951171875,161.98244628906286,156.61587499537288,194.599609375,0.0007650722978145286,0
2008-01-07,6279.10009765625,6289.7998046875,6193.35009765625,6271.0,0.0,0.0007650722978145286,6211.13994140625,6037.277490234375,173.86245117187445,165.90470352243742,140.5,0.0013935117873444813,0
2008-01-08,6287.85009765625,6357.10009765625,6221.60009765625,6282.4501953125,0.0,0.0013935117873444813,6239.83994140625,6052.955004882812,186.88493652343732,174.24541008359512,143.5,-0.00252074992407314,0
2008-01-09,6272.0,6338.2998046875,6231.25,6287.5498046875,0.0,-0.00252074992407314,6258.3599609375,6068.525,189.8349609375,179.3952680545451,92.60009765625,-0.018343399982063135,-1
2008-01-10,6156.9501953125,6347.0,6142.89990234375,6278.10009765625,0.0,-0.018343399982063135,6254.0400390625,6071.510009765625,182.530029296875,180.39230139978633,-21.599609375,0.007008324084966766,1
2008-01-11,6200.10009765625,6224.2001953125,6112.5498046875,6166.64990234375,0.0,0.007008324084966766,6239.20009765625,6073.550024414062,165.65007324218823,181.66356919749566,-74.19970703125,0.0010805804625286797,0
2008-01-14,6206.7998046875,6244.14990234375,6172.0,6208.7998046875,0.0,0.0010805804625286797,6224.7400390625,6080.985009765625,143.75502929687445,184.02554437394804,-72.30029296875,-0.021355579180658557,-1
2008-01-15,6074.25,6260.4501953125,6053.2998046875,6226.35009765625,0.0,-0.021355579180658557,6182.02001953125,6082.3125,99.70751953125,183.86849641972344,-213.60009765625,-0.02280116886858463,-1
2008-01-16,5935.75,6065.0,5825.75,6065.0,0.0,-0.02280116886858463,6114.77001953125,6090.25,24.52001953125,173.1062377121643,-336.25,-0.003798981541928148,-1
2008-01-17,5913.2001953125,6013.14990234375,5880.2998046875,5937.9501953125,0.0,-0.003798981541928148,6066.02001953125,6098.79501953125,-32.774999999999636,158.64003757405126,-243.75,-0.035158693052504186,-1
2008-01-18,5705.2998046875,5908.75,5677.0,5907.75,0.0,-0.035158693052504186,5967.0599609375,6096.502514648438,-129.44255371093732,164.1633996544931,-494.80029296875,-0.08702434876289467,-1
2008-01-21,5208.7998046875,5705.0,4977.10009765625,5705.0,0.0,-0.08702434876289467,5767.4599609375,6068.617504882813,-301.1575439453127,248.74482593311515,-998.0,-0.05941867831462344,-1
2008-01-22,4899.2998046875,5203.35009765625,4448.5,5203.35009765625,0.0,-0.05941867831462344,5532.469921875,6014.327490234375,-481.85756835937445,361.06468242590574,-1174.9501953125,0.06207011405288898,1
2008-01-23,5203.39990234375,5328.0498046875,4891.60009765625,4903.0498046875,0.0,0.06207011405288898,5385.99990234375,5970.959985351563,-584.9600830078125,403.52340547845927,-732.35009765625,-0.03266128112788336,-1
2008-01-24,5033.4501953125,5357.2001953125,4995.7998046875,5208.0,0.0,-0.03266128112788336,5210.04990234375,5918.5574951171875,-708.5075927734379,453.38357923826317,-879.75,0.0695149229189953,1
2008-01-25,5383.35009765625,5399.25,5035.0498046875,5035.0498046875,0.0,0.0695149229189953,5145.6599609375,5883.739990234375,-738.0800292968752,466.89407928072126,-321.94970703125,-0.02029405444902499,-1
2008-01-28,5274.10009765625,5380.9501953125,5071.0,5380.9501953125,0.0,-0.02029405444902499,5158.72001953125,5840.514990234375,-681.7949707031248,481.8358890659786,65.30029296875,0.001270303351699198,0
2008-01-29,5280.7998046875,5391.60009765625,5225.25,5279.5498046875,0.0,0.001270303351699198,5235.02001953125,5797.337475585938,-562.3174560546877,491.76534930976965,381.5,-0.02143609135320157,-1
2008-01-30,5167.60009765625,5314.2998046875,5142.25,5283.75,0.0,-0.02143609135320157,5227.86005859375,5746.747485351562,-518.8874267578121,502.3230529951421,-35.7998046875,-0.00583441090138237,-1
2008-01-31,5137.4501953125,5251.64990234375,5071.14990234375,5172.25,0.0,-0.00583441090138237,5248.66005859375,5694.6925048828125,-446.03244628906214,509.11874670432474,104.0,0.03499786817428463,1
2008-02-01,5317.25,5339.9501953125,5090.75,5140.60009765625,0.0,0.03499786817428463,5235.4400390625,5646.840014648437,-411.3999755859377,496.5966844295798,-66.10009765625,0.027504819220461663,1
2008-02-04,5463.5,5545.2001953125,5315.5498046875,5315.5498046875,0.0,0.027504819220461663,5273.32001953125,5606.060009765625,-332.739990234375,474.96025568816555,189.39990234375,0.0037338523554040215,1
2008-02-05,5483.89990234375,5500.60009765625,5412.9501953125,5463.75,0.0,0.0037338523554040215,5313.9400390625,5565.8625,-251.92246093750055,447.444569766454,203.10009765625,-0.029422509624453808,-1
2008-02-06,5322.5498046875,5470.39990234375,5257.0498046875,5470.39990234375,0.0,-0.029422509624453808,5344.92998046875,5518.389990234375,-173.46000976562482,417.97911886784703,154.94970703125,-0.03556562392723617,-1
2008-02-07,5133.25,5344.60009765625,5113.85009765625,5322.5498046875,0.0,-0.03556562392723617,5344.08994140625,5467.20498046875,-123.11503906250073,397.8627047279575,-4.2001953125,-0.0025130087846393367,0
2008-02-08,5120.35009765625,5173.85009765625,5034.25,5132.10009765625,0.0,-0.0025130087846393367,5304.7099609375,5413.21748046875,-108.50751953125018,365.0868648089159,-196.89990234375,-0.051432049104766064,-1
2008-02-11,4857.0,5126.39990234375,4803.60009765625,5120.5498046875,0.0,-0.051432049104766064,5183.4099609375,5345.727490234375,-162.31752929687536,334.11209613525017,-606.5,-0.0038604076590488257,-1
2008-02-12,4838.25,4949.60009765625,4820.4501953125,4877.85009765625,0.0,-0.0038604076590488257,5054.27998046875,5283.927490234375,-229.64750976562482,305.337649061468,-645.64990234375,0.01884983109853766,1
2008-02-13,4929.4501953125,4986.5498046875,4836.5498046875,4836.5498046875,0.0,0.01884983109853766,4975.66005859375,5233.6125,-257.9524414062498,273.52861125104374,-393.099609375,0.05529010211862406,1
2008-02-14,5202.0,5220.25,4944.64990234375,4944.64990234375,0.0,0.05529010211862406,4989.41005859375,5198.052490234375,-208.64243164062464,221.88305963787553,68.75,0.01939636723255478,1
2008-02-15,5302.89990234375,5315.39990234375,5104.75,5202.85009765625,0.0,0.01939636723255478,5025.92001953125,5177.9324951171875,-152.01247558593786,189.3210318156143,182.5498046875,-0.004902977706312872,-1
2008-02-18,5276.89990234375,5348.60009765625,5224.0,5304.4501953125,0.0,-0.004902977706312872,5109.9,5181.3375,-71.4375,190.51405313475976,419.89990234375,0.0007390517947891695,0
2008-02-19,5280.7998046875,5368.4501953125,5262.0,5278.39990234375,0.0,0.0007390517947891695,5198.4099609375,5200.4125,-2.0025390625005457,179.57359734006872,442.5498046875,-0.02392622595972027,-1
2008-02-20,5154.4501953125,5267.14990234375,5116.2998046875,5267.14990234375,0.0,-0.02392622595972027,5243.4099609375,5197.965014648437,45.4449462890625,179.8640810752606,225.0,0.007246089875689643,1
2008-02-21,5191.7998046875,5241.35009765625,5120.0498046875,5156.89990234375,0.0,0.007246089875689643,5241.369921875,5205.882495117187,35.4874267578125,175.67760838254048,-10.2001953125,-0.015611119021639253,-1
2008-02-22,5110.75,5184.0,5092.7998046875,5183.39990234375,0.0,-0.015611119021639253,5202.93994140625,5192.252490234375,10.687451171875182,171.71422413989026,-192.14990234375,0.017600194748813802,1
2008-02-25,5200.7001953125,5212.35009765625,5055.14990234375,5112.25,0.0,0.017600194748813802,5187.7,5188.582495117187,-0.8824951171873181,170.65395522804297,-76.19970703125,0.01333466778906156,1
2008-02-26,5270.0498046875,5281.2001953125,5200.7998046875,5200.7998046875,0.0,0.01333466778906156,5185.55,5188.044995117188,-2.4949951171875,170.36490070986503,-10.75,-0.0003130714898145204,0
2008-02-27,5268.39990234375,5368.14990234375,5249.75,5271.39990234375,0.0,-0.0003130714898145204,5208.33994140625,5193.084985351563,15.254956054686772,171.21710990123657,113.94970703125,0.0031698799677433165,1
2008-02-28,5285.10009765625,5302.85009765625,5227.14990234375,5266.35009765625,0.0,0.0031698799677433165,5227.0,5200.46748046875,26.532519531249818,171.87391371252636,93.30029296875,-0.011655426863829366,-1
2008-02-29,5223.5,5290.7998046875,5098.35009765625,5285.0,0.0,-0.011655426863829366,5249.55,5195.77998046875,53.77001953125,169.78703208884772,112.75,-0.05178520149325161,-1
2008-03-03,4953.0,5222.7998046875,4936.0498046875,5222.7998046875,0.0,-0.05178520149325161,5200.0099609375,5170.25498046875,29.754980468750546,165.74595122527322,-247.7001953125,-0.01791843327276399,-1
2008-03-04,4864.25,4976.7001953125,4812.9501953125,4958.5498046875,0.0,-0.01791843327276399,5118.85,5139.272485351563,-20.4224853515625,161.90157789677036,-405.7998046875,0.011748964864830125,1
2008-03-05,4921.39990234375,4936.75,4847.25,4866.85009765625,0.0,0.011748964864830125,5049.45,5119.214990234375,-69.76499023437555,162.84673485727302,-347.0,-0.03043845402934231,-1
2008-03-07,4771.60009765625,4918.2998046875,4672.25,4918.2998046875,0.0,-0.03043845402934231,4946.75,5101.132495117187,-154.38249511718732,180.34495038668504,-513.5,0.006035670235996049,1
2008-03-10,4800.39990234375,4814.9501953125,4620.5,4767.7998046875,0.0,0.006035670235996049,4862.12998046875,5085.134985351562,-223.0050048828125,192.34208713758446,-423.10009765625,0.013644696552889357,1
2008-03-11,4865.89990234375,4888.5,4732.85009765625,4796.2998046875,0.0,0.013644696552889357,4844.7099609375,5085.57998046875,-240.87001953125036,191.79602389701728,-87.10009765625,0.0012536422406288494,0
2008-03-12,4872.0,5019.2001953125,4854.75,4869.75,0.0,0.0012536422406288494,4846.2599609375,5087.26748046875,-241.00751953125018,189.64175597339184,7.75,-0.050985201630490584,-1
2008-03-13,4623.60009765625,4868.7998046875,4580.14990234375,4868.7001953125,0.0,-0.050985201630490584,4786.7,5071.9749755859375,-285.2749755859377,213.82726044059186,-297.7998046875,0.026429558017613708,1
2008-03-14,4745.7998046875,4758.9501953125,4607.5498046875,4623.7998046875,0.0,0.026429558017613708,4781.53994140625,5049.164965820312,-267.62502441406195,223.3474580192596,-25.80029296875,-0.05113989570135924,-1
2008-03-17,4503.10009765625,4745.4501953125,4482.10009765625,4745.4501953125,0.0,-0.05113989570135924,4722.07998046875,5009.174975585937,-287.09499511718695,245.98021838749187,-297.2998046875,0.006639848481118982,1
2008-03-18,4533.0,4617.9501953125,4468.5498046875,4519.89990234375,0.0,0.006639848481118982,4655.5,4971.97998046875,-316.47998046875,259.2515245504221,-332.89990234375,0.00903379556860795,1
2008-03-19,4573.9501953125,4718.39990234375,4533.89990234375,4534.75,0.0,0.00903379556860795,4595.8900390625,4936.6375,-340.74746093749945,263.08812953877305,-298.0498046875,0.00784877421283281,1
2008-03-24,4609.85009765625,4649.4501953125,4539.7998046875,4576.7998046875,0.0,0.00784877421283281,4593.1400390625,4909.407495117188,-316.2674560546875,267.5040665655397,-13.75,0.05806043508439229,1
2008-03-25,4877.5,4896.7998046875,4616.7998046875,4616.7998046875,0.0,0.05806043508439229,4619.480078125,4893.6925048828125,-274.21242675781286,259.1426695381462,131.7001953125,-0.009974352095079464,-1
2008-03-26,4828.85009765625,4912.2998046875,4808.64990234375,4878.7001953125,0.0,-0.009974352095079464,4684.630078125,4879.597509765625,-194.96743164062445,254.3371926951654,325.75,0.00028990387264848927,0
2008-03-27,4830.25,4863.75,4769.60009765625,4828.7998046875,0.0,0.00028990387264848927,4744.080078125,4861.075,-116.99492187499982,242.95627924505214,297.25,0.023135448475751774,1
2008-03-28,4942.0,4970.7998046875,4796.35009765625,4830.0,0.0,0.023135448475751774,4817.6900390625,4844.672509765625,-26.982470703125728,224.24551276452152,368.0498046875,-0.04198704977741807,-1
2008-03-31,4734.5,4947.0,4703.85009765625,4942.14990234375,0.0,-0.04198704977741807,4842.62001953125,4817.977514648437,24.642504882813228,201.80443546665697,124.64990234375,0.001066597251557777,0
2008-04-01,4739.5498046875,4800.75,4628.75,4735.64990234375,0.0,0.001066597251557777,4815.02998046875,4790.7,24.329980468750364,169.6500601597946,-137.9501953125,0.003091093295508829,1
2008-04-02,4754.2001953125,4916.75,4741.39990234375,4741.39990234375,0.0,0.003091093295508829,4800.1,4767.235009765625,32.864990234375,135.69431507706747,-74.64990234375,0.003659901061992654,1
2008-04-03,4771.60009765625,4833.25,4738.2001953125,4753.89990234375,0.0,0.003659901061992654,4788.37001953125,4758.165014648437,30.205004882813228,128.49557066039145,-58.64990234375,-0.02611285420114151,-1
2008-04-04,4647.0,4791.7001953125,4632.7001953125,4766.7001953125,0.0,-0.02611285420114151,4729.37001953125,4747.302514648438,-17.9324951171875,128.23803527798543,-295.0,0.02457503664998928,1
2008-04-07,4761.2001953125,4798.5498046875,4628.7998046875,4631.35009765625,0.0,0.02457503664998928,4734.71005859375,4739.292529296875,-4.582470703125182,121.62386537926155,26.7001953125,-0.010827163499552594,-1
2008-04-08,4709.64990234375,4769.5498046875,4677.7998046875,4760.64990234375,0.0,-0.010827163499552594,4728.730078125,4736.19501953125,-7.464941406250546,121.54659989842436,-29.89990234375,0.007941121552397679,1
2008-04-09,4747.0498046875,4758.25,4667.5,4707.0498046875,0.0,0.007941121552397679,4727.3,4733.527514648437,-6.227514648437136,120.6454550648544,-7.150390625,-0.002959691864540037,0
2008-04-10,4733.0,4799.5,4720.89990234375,4747.5498046875,0.0,-0.002959691864540037,4719.57998046875,4726.88251953125,-7.302539062499818,116.56168477038632,-38.60009765625,0.009465414047644227,1
2008-04-11,4777.7998046875,4817.39990234375,4727.25,4734.35009765625,0.0,0.009465414047644227,4745.73994140625,4722.172509765625,23.567431640624818,112.21119742510602,130.7998046875,0.02131736402105533,1
2008-04-15,4879.64990234375,4917.10009765625,4708.2998046875,4779.9501953125,0.0,0.02131736402105533,4769.4298828125,4734.975,34.45488281249982,114.94626601477881,118.44970703125,0.001567715409270587,0
2008-04-16,4887.2998046875,4951.39990234375,4874.0498046875,4881.64990234375,0.0,0.001567715409270587,4804.95986328125,4742.05,62.90986328125018,119.89574299335155,177.64990234375,0.014547930451914715,1
2008-04-17,4958.39990234375,4984.9501953125,4889.64990234375,4890.60009765625,0.0,0.014547930451914715,4847.2298828125,4764.814990234375,82.41489257812555,115.27315919320733,211.35009765625,0.01585190771302991,1
2008-04-21,5037.0,5053.39990234375,4955.89990234375,4955.89990234375,0.0,0.01585190771302991,4908.0298828125,4790.014990234375,118.014892578125,117.00558088826796,304.0,0.0024418909445105275,0
2008-04-22,5049.2998046875,5074.25,4994.0498046875,5037.0498046875,0.0,0.0024418909445105275,4962.3298828125,4813.782470703125,148.54741210937482,119.06711288966659,271.5,-0.00524825243599103,-1
2008-04-23,5022.7998046875,5083.5,5003.5498046875,5044.35009765625,0.0,-0.00524825243599103,4990.95986328125,4834.429956054688,156.5299072265625,117.63816740288583,143.14990234375,-0.00456910645927644,-1
2008-04-24,4999.85009765625,5072.7001953125,4991.35009765625,5022.89990234375,0.0,-0.00456910645927644,5013.469921875,4840.5474609375,172.92246093750055,123.05248076168314,112.55029296875,0.02237069021502891,1
2008-04-25,5111.7001953125,5117.7001953125,4999.14990234375,4999.14990234375,0.0,0.02237069021502891,5044.12998046875,4854.689965820313,189.44001464843677,137.09065682290645,153.30029296875,-0.004313690577739782,-1
2008-04-28,5089.64990234375,5147.4501953125,5079.14990234375,5112.5,0.0,-0.004313690577739782,5054.6599609375,4867.6599609375,187.0,146.59783152513847,52.64990234375,0.020797127442401697,1
2008-04-29,5195.5,5210.89990234375,5082.14990234375,5092.39990234375,0.0,0.020797127442401697,5083.9,4880.3349609375,203.56503906249964,163.36383308661428,146.2001953125,-0.005697256790732408,-1
2008-04-30,5165.89990234375,5230.75,5155.85009765625,5198.35009765625,0.0,-0.005697256790732408,5112.52001953125,4901.904956054687,210.61506347656268,171.37851357615511,143.10009765625,0.01205991098288317,1
2008-05-02,5228.2001953125,5298.85009765625,5197.60009765625,5265.2998046875,0.0,0.01205991098288317,5158.1900390625,4926.337475585938,231.85256347656195,181.54479383015376,228.35009765625,-0.006876208631936498,-1
2008-05-05,5192.25,5254.5,5182.60009765625,5227.25,0.0,-0.006876208631936498,5174.3,4948.239965820312,226.06003417968805,186.0525643015992,80.5498046875,-0.009167528076700848,-1
2008-05-06,5144.64990234375,5206.5,5110.89990234375,5192.35009765625,0.0,-0.009167528076700848,5185.3,4966.8924560546875,218.40754394531268,186.1115241888538,55.0,-0.0017785276972066555,0
2008-05-07,5135.5,5159.0498046875,5101.25,5156.7001953125,0.0,-0.0017785276972066555,5173.3,4991.317456054688,181.9825439453125,173.5508718406945,-60.0,-0.01047605971911203,-1
2008-05-08,5081.7001953125,5143.0498046875,5062.4501953125,5135.7998046875,0.0,-0.01047605971911203,5156.46005859375,5007.342456054687,149.11760253906232,165.80858821336818,-84.19970703125,-0.019501366441818546,-1
2008-05-09,4982.60009765625,5087.64990234375,4969.39990234375,5070.85009765625,0.0,-0.019501366441818546,5107.3400390625,5020.989965820312,86.35007324218805,150.54698652597958,-245.60009765625,0.006030948520559631,1
