end_date,Close,High,Low,Open,Volume,ret_1d,ma_5,ma_20,ma_diff,vol_20,momentum
2021-01-07,0.1160923,0.07555254,0.07498597,0.0764157,0.10114334,0.16399513,0.07413263,0.14235684,0.110645905,0.24638043,0.20882304
2021-01-14,0.11277297,0.075896114,0.07289777,0.076711886,0.10005865,0.16230911,0.070610076,0.14499299,0.11418721,0.25252134,0.22374383
2021-01-21,0.111074604,0.0788409,0.070147604,0.07879232,0.09967485,0.16191319,0.069658615,0.14729269,0.12158333,0.25602835,0.2233277
2021-01-29,0.111278795,0.084689245,0.06774696,0.081875965,0.10931985,0.16906635,0.07109644,0.14590985,0.12672502,0.258293,0.22767253
2021-02-05,0.11027542,0.08602877,0.06587562,0.08139348,0.110064425,0.1643692,0.06784581,0.14661124,0.13284348,0.28531358,0.23613195
2021-02-12,0.11232737,0.086666465,0.06506584,0.08152339,0.108738534,0.16564079,0.06898901,0.14454964,0.13357191,0.28453046,0.23034292
2021-02-19,0.11313191,0.086028345,0.06481812,0.08144188,0.10866854,0.1640013,0.07098363,0.14356788,0.1337639,0.28606805,0.22514203
2021-02-26,0.113265745,0.08722244,0.06498974,0.08405646,0.11642766,0.16366148,0.07225165,0.14178184,0.13227305,0.28643826,0.23119576
2021-03-05,0.114385925,0.085006714,0.06375039,0.084740296,0.1179311,0.16562468,0.07717235,0.13763426,0.1315977,0.27888653,0.2265845
2021-03-15,0.11255076,0.08404175,0.06411224,0.08645531,0.11668685,0.1646182,0.07951045,0.13195153,0.12957661,0.2669932,0.21839224
2021-03-22,0.11434415,0.08319103,0.06370207,0.08995722,0.117201,0.16761546,0.082997896,0.13010825,0.12407955,0.25450698,0.22065634
2021-03-30,0.11487158,0.083881505,0.06476189,0.091136776,0.12363864,0.16817442,0.08594599,0.12896554,0.1298123,0.2523383,0.21431357
2021-04-07,0.113733016,0.082582,0.06601587,0.091954514,0.122498795,0.16556181,0.08846211,0.12665488,0.13567653,0.252503,0.21412076
2021-04-15,0.11523716,0.08128586,0.066075005,0.09221615,0.12801836,0.1695045,0.09336888,0.12372001,0.1355508,0.22976197,0.19661468
2021-04-23,0.11888204,0.078983754,0.067274466,0.09212137,0.1261182,0.17134278,0.0942128,0.1221409,0.12836118,0.21253943,0.20126458
2021-04-30,0.11617928,0.07292039,0.06786034,0.08787941,0.114183374,0.16746444,0.08979435,0.12083395,0.12428016,0.21615116,0.21339805
2021-05-07,0.117084235,0.07328567,0.06851161,0.08886289,0.10907836,0.16745204,0.09197812,0.11851052,0.114561446,0.1929502,0.19409306
2021-05-17,0.115421616,0.07201152,0.068206765,0.091093995,0.11412072,0.16854586,0.09260791,0.119000554,0.114628896,0.17392448,0.1815138
2021-05-24,0.11664698,0.06994031,0.06682421,0.09088773,0.11212487,0.16978806,0.09194295,0.1199139,0.10584714,0.1560453,0.18800062
2021-05-31,0.11605446,0.06792183,0.066581935,0.08675226,0.10313202,0.16739984,0.0873583,0.12161247,0.10172297,0.14768681,0.19606759
2021-06-07,0.115445845,0.068952106,0.06862871,0.08668665,0.099167585,0.1662765,0.08474863,0.12334173,0.10394584,0.16441894,0.19655952
2021-06-14,0.11933831,0.06862564,0.068954006,0.085848905,0.09830512,0.16820142,0.08509365,0.1271233,0.108911745,0.18139763,0.19342431
2021-06-21,0.12038192,0.06783987,0.06885111,0.08558407,0.09647335,0.16385041,0.08243904,0.1275533,0.112248205,0.18180524,0.18394443
2021-06-28,0.12015474,0.06573423,0.06877433,0.08693814,0.08832347,0.15825687,0.08100832,0.12527959,0.10622421,0.17525886,0.17886423
2021-07-05,0.11826103,0.06326223,0.07115524,0.08800371,0.086569525,0.16059205,0.079721354,0.1247092,0.1034431,0.16992757,0.17289801
2021-07-12,0.11722167,0.059904143,0.07260594,0.08730177,0.08164249,0.1570256,0.078870274,0.122656,0.10047061,0.1677699,0.16785482
2021-07-19,0.112263836,0.056457415,0.073445834,0.08572241,0.078950666,0.15444356,0.07719068,0.12035732,0.098820955,0.16664101,0.16291004
2021-07-27,0.113921426,0.055840515,0.07492327,0.08795474,0.07645023,0.14944251,0.079174206,0.11757282,0.09570611,0.15876423,0.1467363
2021-08-03,0.11391116,0.052443877,0.07569672,0.08726509,0.07656562,0.15687348,0.078255974,0.116346985,0.09663215,0.15242553,0.14561436
2021-08-10,0.11532517,0.05234186,0.075826384,0.084523484,0.071928225,0.153842,0.07710211,0.11721393,0.094921105,0.14960933,0.15742901
2021-08-17,0.11620155,0.05263471,0.076271966,0.08462979,0.07047824,0.15126912,0.07558437,0.11686084,0.10094661,0.16311923,0.1605117
2021-08-25,0.11813824,0.051295586,0.0758082,0.08599819,0.06935329,0.15108778,0.07752738,0.117881425,0.10498441,0.16852783,0.1475341
2021-09-01,0.11860878,0.05010456,0.07406399,0.08472309,0.069531046,0.1480261,0.078619316,0.118889004,0.10327761,0.15732688,0.14985418
2021-09-08,0.11606845,0.050534476,0.07330424,0.084129,0.06755061,0.14822741,0.07639189,0.1182851,0.10187804,0.16026329,0.16748886
