end_date,rolling_return,rolling_drawdown
2022-10-03,0.0244220898355123,0.0229136709327191
2022-10-11,0.0224942279992566,0.0082461453396196
2022-10-18,0.043068299211586204,0.0014468379208691026
2022-10-25,0.0486278483204342,0.015502335958243497
2022-11-02,0.029836731181401205,0.0367128775125124
2022-11-10,0.0470115241554241,0.03540076675274659
2022-11-17,0.029243332400496504,0.03424367205692271
2022-11-24,0.0120047760641283,0.039310350504479896
2022-12-01,0.0048009259931165,0.03931035050447991
2022-12-08,0.027152002119270602,0.02861888783555941
2022-12-15,0.0297215382639338,0.006664498542351606
2022-12-22,0.0202579771139351,0.0176831602541178
2022-12-29,0.010787553996360801,0.0151853901930609
2023-01-05,0.0017137145669270997,0.009001168680978399
2023-01-12,-0.0094138505758409,0.0124157890584775
2023-01-19,-0.0120807434280491,0.029138179948060096
2023-01-27,0.001679094596836302,0.036588883477443594
2023-02-03,-0.011955613478362598,0.04891148079287669
2023-02-10,-0.0267431888963151,0.06254196151500528
2023-02-17,-0.012732156743762097,0.05359760781000951
2023-02-24,-0.0032295082887417964,0.04409495935498921
2023-03-03,-0.004031733165557694,0.034205721562884595
2023-03-13,-0.016703872558790293,0.024923471662909397
2023-03-20,-0.003820809921588196,0.019878305200173696
2023-03-27,-0.011471966459755395,0.025031691677283995
2023-04-05,-0.0158615024601355,0.0179569780010246
2023-04-13,-0.012641001475705496,0.010520889412061099
2023-04-21,0.001990184454850835,0.012612094371087366
2023-04-28,-0.004001831953155166,0.026054814308476868
2023-05-08,0.008320765362277932,0.026054814308476868
2023-05-15,0.020792998378500835,0.02721306201438256
2023-05-22,0.004548564321308433,0.034513142366579166
2023-05-29,-0.013223821936345168,0.04278288016921247
2023-06-05,-0.029120885976463468,0.04879070641722616
2023-06-12,-0.042907682329782676,0.05329525287057017
2023-06-19,-0.053357045634975474,0.06032511468855957
2023-06-26,-0.04154119376454377,0.05247483409360737
2023-07-04,-0.03904372152191897,0.043831238473334366
2023-07-11,-0.046668950610771774,0.05165058695525627
2023-07-18,-0.0656213865912716,0.06416452889737341
2023-07-25,-0.0538829438912634,0.05557374983805879
2023-08-01,-0.0478526382758373,0.04954344422263269
2023-08-08,-0.040777016282171,0.04362606993487209
2023-08-16,-0.041164447573838706,0.04457624228579639
2023-08-23,-0.028921698080856702,0.0289216980808567
2023-08-30,-0.0297573278106748,0.033106457744987605
2023-09-06,-0.016339894539344604,0.024193570927001404
2023-09-13,-0.009310032721355204,0.0241935709270014
2023-09-21,-0.005444444387303904,0.013665517199628704
2023-09-28,-0.021666412901882055,0.016573195320625757
2023-10-06,0.0037864910039204433,0.0
2023-10-13,0.037073947655612345,0.0
2023-10-20,0.017205311955145644,0.021572912937848
2023-10-30,0.009460872552954245,0.0232870467246133
2023-11-06,-0.007856295329320355,0.0346868403191273
2023-11-13,-0.010900588938128355,0.0454186455717996
2023-11-21,-0.007688333784435553,0.0382333787277581
2023-11-29,-0.015180684987188952,0.052569185908343294
2023-12-06,-0.037176480113532154,0.0656520942167003
2023-12-13,-0.050647481933641256,0.07912309603680939
2023-12-20,-0.053622238499876455,0.0715697988756719
2023-12-28,-0.053990318464094106,0.0838676896001405
2024-01-04,-0.0707296956834488,0.08297351139561464
2024-01-11,-0.0915157957772761,0.08747408634957726
2024-01-18,-0.0953510001534211,0.0964847650509859
2024-01-29,-0.0756062749144111,0.0784541735987412
2024-02-05,-0.0786558715965215,0.08078780025388788
2024-02-12,-0.059447341703593004,0.0674984551195942
2024-02-19,-0.080392099427866,0.08125794599982568
2024-02-26,-0.062945985586256,0.0562530439757495
2024-03-04,-0.0527190276609812,0.05245232898708639
2024-03-12,-0.022229093310718602,0.03474218454837939
2024-03-19,-0.028313512669488207,0.0260205088351885
2024-03-27,-0.018211273022384504,0.028216159912553385
2024-04-04,-0.021798486677442407,0.030909195363085392
2024-04-12,-0.013974943974525006,0.016923177359069706
2024-04-22,0.018032935493952795,0.0071372523844397025
2024-04-29,-0.009032514330432503,0.016172110756580302
2024-05-07,0.009746148744759897,0.0118428379580123
2024-05-14,0.012368817797656298,0.004369724118751899
2024-05-22,0.014168879334019398,0.016329153462620302
2024-05-29,0.032054132035966,0.0
2024-06-05,-0.0401445212805779,0.0750546036996261
2024-06-12,-0.061831259376191904,0.07972240926508659
2024-06-20,-0.0676779394311138,0.0841002115176406
2024-06-27,-0.0810579649456112,0.09967588810950288
2024-07-04,-0.0907208972453811,0.11203185585980478
2024-07-11,-0.10180648641041891,0.1238361867035867
2024-07-19,-0.11967618756904361,0.13510612570772662
2024-07-26,-0.1239955441755011,0.1484603406863247
2024-08-02,-0.12277209565864379,0.1429076193708994
2024-08-09,-0.1025044305221812,0.11154056054128421
2024-08-19,-0.1046841574200296,0.12567971678300102
2024-08-26,-0.13825680035565518,0.13825680035565518
2024-09-02,-0.0646307073991892,0.06595964565660199
2024-09-09,-0.047174041145720214,0.0443235132304545
2024-09-16,-0.05785258340342681,0.05628882678731782
2024-09-23,-0.051294963089639815,0.04817021465736442
2024-09-30,-0.03494392512099501,0.04417514443902151
2024-10-08,0.00863086759190539,0.012404682569903014
2024-10-15,0.02654125857282809,0.005764230593120218
2024-10-22,0.018337492710472587,0.02732221143407382
2024-10-29,0.019373418252166485,0.020733564576954615
2024-11-05,-0.0028554475330048144,0.011595371532510706
2024-11-12,0.012735993978968182,0.009729585489374302
2024-11-21,0.06134411372804538,0.0
2024-11-28,0.08860308777267249,0.0
2024-12-05,0.053737999768356394,0.022076227316307588
2024-12-12,0.06508311809584198,0.025787453499082624
2024-12-19,0.1018226849104449,0.0
2024-12-27,0.1023781730610371,0.0
2025-01-03,0.05627041882973792,0.014337292362180676
2025-01-10,0.03461236041874742,0.029354898796388376
2025-01-17,0.05566451838021302,0.02986072167587637
2025-01-24,0.05275536023504242,0.02618123296392777
2025-01-31,0.04967277162064472,0.020125628533881577
2025-02-06,0.06094812664963302,0.007397988234637075
2025-02-13,0.03752336489641472,0.0
2025-02-20,0.02014941314055182,0.0
2025-02-28,0.04984025504070812,0.0002440004922382999
2025-03-07,0.06188948806048572,0.004850629877325201
2025-03-17,0.04645665897788952,0.0
2025-03-24,0.00582774690450792,0.0360783537044465
2025-04-01,0.03121402012478209,0.025029372846353
2025-04-08,0.0875765698637904,0.0
2025-04-17,0.05152609076736289,0.0557266893851059
2025-04-25,0.035950787317815,0.06762250412270518
2025-05-05,0.02444632882014918,0.0730713581903248
2025-05-12,-0.011182849573483616,0.09597289628471312
2025-05-19,-0.012247619139330118,0.08443139142735491
2025-05-26,-0.016698425205741416,0.08042568594816213
2025-06-02,-0.006304117072912916,0.06241676323148492
2025-06-09,-0.016743057404449185,0.06451769672601859
2025-06-16,-0.029031738858380583,0.06451769672601856
2025-06-23,0.016111843419736614,0.05545246815234789
2025-06-30,0.005327060465843616,0.05518827024814739
2025-07-07,-0.03527501740823704,0.05444540481742744
2025-07-14,0.01236805325999946,0.0
2025-07-21,0.031319636522615754,0.0011876443882732
2025-07-28,0.021470239664856776,0.0164858953136518
2025-08-04,0.04174288163357868,0.019114791439318192
2025-08-11,0.032639433492787376,0.016676734722751302
2025-08-19,0.020765542715939077,0.024544920020406803
2025-08-26,0.007746093546112577,0.019555446473556098
2025-09-03,0.018739974838056447,0.010662498676145903
2025-09-10,0.013316719133757147,0.016085754380445204
2025-09-17,-0.006211067372647053,0.0265483123131787
2025-09-24,0.014650012598240548,0.005423034438090599
2025-10-01,0.012877088579777098,0.0114836372694575
2025-10-09,-0.0043237857161112035,0.017597742873024798
2025-10-16,-0.012922077588479304,0.019140266220375898
2025-10-24,-0.0023978320999097046,0.023914271657184898
2025-10-31,0.006865117065593695,0.0172802186173479
2025-11-10,0.007042367323477197,0.0146649116428975
2025-11-17,0.021948961646982398,0.0076265026170477986
2025-11-24,0.028739196415948996,0.0
2025-12-01,0.014076147880042595,0.005770100738496202
2025-12-08,0.004944598323588494,0.0203249059992496
2025-12-15,0.016255430383188493,0.0194766318723831
2025-12-22,0.0026963871001695946,0.0119103972803139
2025-12-30,-0.004811014206969005,0.020447857175196
