end_date,explanation_drift
2024-04-12,0.16821027286207876
2024-04-22,0.17131615114598453
2024-04-29,0.17268102466782295
2024-05-07,0.1729169749963795
2024-05-14,0.16860798193073387
2024-05-22,0.16801693111569965
2024-05-29,0.17250420647008996
2024-06-05,0.17439108662912148
2024-06-12,0.17678131666285624
2024-06-20,0.18741365225032988
2024-06-27,0.19263952462189501
2024-07-04,0.19693276781419994
2024-07-11,0.19539680656397274
2024-07-19,0.19571577333155393
2024-07-26,0.19421539398556106
2024-08-02,0.19518153424371146
2024-08-09,0.18712952041334466
2024-08-19,0.1831059952448851
2024-08-26,0.18524829034973966
2024-09-02,0.18866209028897463
2024-09-09,0.18666081761708206
2024-09-16,0.18503121003240086
2024-09-23,0.1876932593210121
2024-09-30,0.18719038366569438
2024-10-08,0.18346573489182624
2024-10-15,0.16323302208394136
2024-10-22,0.149519456196574
2024-10-29,0.14562417856079468
2024-11-05,0.1439324089982573
2024-11-12,0.1406115831149084
2024-11-21,0.1375612514568925
2024-11-28,0.13788377353134706
2024-12-05,0.1385207258613271
2024-12-12,0.1421849851926158
2024-12-19,0.14448798968820786
2024-12-27,0.1517538889477703
2025-01-03,0.15596760102921295
2025-01-10,0.15144415545577963
2025-01-17,0.15219672604932286
2025-01-24,0.1520424378433954
2025-01-31,0.15173406376032023
2025-02-06,0.14933654666769966
2025-02-13,0.14895011974936803
2025-02-20,0.15377861268296317
2025-02-28,0.15241585055127907
2025-03-07,0.15101149702923347
2025-03-17,0.14738533852676455
2025-03-24,0.1426679597163056
2025-04-01,0.14074451377650787
2025-04-08,0.1387072426083887
2025-04-17,0.14075292397269726
2025-04-25,0.14723416682459733
2025-05-05,0.15337890208177954
2025-05-12,0.15565050747170825
2025-05-19,0.15929906032248564
2025-05-26,0.15873373580157235
2025-06-02,0.17073704910801774
2025-06-09,0.18387296848341103
2025-06-16,0.18509584837355703
2025-06-23,0.17873944009367004
2025-06-30,0.18001742053025746
2025-07-07,0.18072066716492277
2025-07-14,0.1950854798961185
2025-07-21,0.18263868613642129
2025-07-28,0.1729084119284802
2025-08-04,0.15626218686000884
2025-08-11,0.14861047803203145
2025-08-19,0.1449026803646209
2025-08-26,0.14458940774363083
2025-09-03,0.14827013985805437
2025-09-10,0.14915829974103958
2025-09-17,0.1492633948105161
2025-09-24,0.14722410083622484
2025-10-01,0.14599468530839166
2025-10-09,0.14414238753061076
2025-10-16,0.14809173441119805
2025-10-24,0.155653580523211
2025-10-31,0.17230848552170985
2025-11-10,0.17936311888171264
2025-11-17,0.17893824883649834
2025-11-24,0.17927405839115554
2025-12-01,0.17855079492747702
2025-12-08,0.1768912911152984
2025-12-15,0.17443259410186293
2025-12-22,0.17312684740005865
2025-12-30,0.17807837562400014
